日期,求和项:收盘
2014年3月5日,2163.98
2014年3月6日,2173.63
2014年3月7日,2168.36
2014年3月10日,2097.79
2014年3月11日,2108.66
2014年3月12日,2114.13
2014年3月13日,2140.33
2014年3月14日,2122.84
2014年3月17日,2143.04
2014年3月18日,2138.13
2014年3月19日,2120.87
2014年3月20日,2086.97
2014年3月21日,2158.8
2014年3月24日,2176.55
2014年3月25日,2174.44
2014年3月26日,2171.05
2014年3月27日,2155.71
2014年3月28日,2151.97
2014年3月31日,2146.3
2014年4月1日,2163.11
2014年4月2日,2180.73
2014年4月3日,2165.01
2014年4月4日,2185.47
2014年4月8日,2237.32
2014年4月9日,2238.62
2014年4月10日,2273.76
2014年4月11日,2270.67
2014年4月14日,2268.61
2014年4月15日,2229.46
2014年4月16日,2232.53
2014年4月17日,2224.8
2014年4月18日,2224.48
2014年4月21日,2187.25
2014年4月22日,2196.8
2014年4月23日,2194.67
2014年4月24日,2190.47
2014年4月25日,2167.83
2014年4月28日,2134.97
2014年4月29日,2158.47
2014年4月30日,2158.66
2014年5月5日,2156.47
2014年5月6日,2157.33
2014年5月7日,2137.32
2014年5月8日,2135.5
2014年5月9日,2133.91
2014年5月12日,2180.05
2014年5月13日,2174.85
2014年5月14日,2172.37
2014年5月15日,2144.08
2014年5月16日,2145.95
2014年5月19日,2115.14
2014年5月20日,2115.77
2014年5月21日,2135.91
2014年5月22日,2130.87
2014年5月23日,2148.41
2014年5月26日,2155.98
2014年5月27日,2147.28
2014年5月28日,2169.35
2014年5月29日,2155.16
2014年5月30日,2156.46
2014年6月3日,2149.92
2014年6月4日,2128.27
2014年6月5日,2150.6
2014年6月6日,2134.72
2014年6月9日,2134.28
2014年6月10日,2161.27
2014年6月11日,2160.77
2014年6月12日,2153.41
2014年6月13日,2176.24
2014年6月16日,2191.86
2014年6月17日,2169.67
2014年6月18日,2160.24
2014年6月19日,2126.91
2014年6月20日,2136.73
2014年6月23日,2134.11
2014年6月24日,2144.82
2014年6月25日,2133.37
2014年6月26日,2149.08
2014年6月27日,2150.26
2014年6月30日,2165.12
2014年7月1日,2164.56
2014年7月2日,2170.87
2014年7月3日,2180.19
2014年7月4日,2178.7
2014年7月7日,2176.29
2014年7月8日,2180.47
2014年7月9日,2148.71
2014年7月10日,2142.85
2014年7月11日,2148.01
2014年7月14日,2171.76
2014年7月15日,2174.98
2014年7月16日,2170.87
2014年7月17日,2157.07
2014年7月18日,2164.14
2014年7月21日,2166.3
2014年7月22日,2192.7
2014年7月23日,2197.83
2014年7月24日,2237.01
2014年7月25日,2260.45
2014年7月28日,2323.9
2014年7月29日,2331.37
2014年7月30日,2322.01
2014年7月31日,2350.25
2014年8月1日,2329.4
2014年8月4日,2375.62
2014年8月5日,2369.35
2014年8月6日,2363.22
2014年8月7日,2327.46
2014年8月8日,2331.13
2014年8月11日,2365.35
2014年8月12日,2357.05
2014年8月13日,2358.9
2014年8月14日,2335.95
2014年8月15日,2360.64
2014年8月18日,2374.56
2014年8月19日,2374.77
2014年8月20日,2366.14
2014年8月21日,2354.24
2014年8月22日,2365.36
2014年8月25日,2342.86
2014年8月26日,2324.09
2014年8月27日,2327.59
2014年8月28日,2311.28
2014年8月29日,2338.29
2014年9月1日,2355.32
2014年9月2日,2386.46
2014年9月3日,2408.84
2014年9月4日,2426.22
2014年9月5日,2449.26
2014年9月9日,2445.22
2014年9月10日,2432.43
2014年9月11日,2423.45
2014年9月12日,2438.36
2014年9月15日,2437.19
2014年9月16日,2388.76
2014年9月17日,2401.33
2014年9月18日,2408.66
2014年9月19日,2425.21
2014年9月22日,2378.92
2014年9月23日,2399.46
2014年9月24日,2441.86
2014年9月25日,2436.97
2014年9月26日,2437.2
2014年9月29日,2447.8
2014年9月30日,2450.99
2014年10月8日,2478.38
2014年10月9日,2481.95
2014年10月10日,2466.79
2014年10月13日,2454.95
2014年10月14日,2446.56
2014年10月15日,2463.87
2014年10月16日,2444.39
2014年10月17日,2441.73
2014年10月20日,2454.71
2014年10月21日,2433.39
2014年10月22日,2418.64
2014年10月23日,2395.94
2014年10月24日,2390.71
2014年10月27日,2368.83
2014年10月28日,2416.65
2014年10月29日,2451.38
2014年10月30日,2468.93
2014年10月31日,2508.32
2014年11月3日,2512.55
2014年11月4日,2513.17
2014年11月5日,2503.45
2014年11月6日,2506.07
2014年11月7日,2502.15
2014年11月10日,2565.73
2014年11月11日,2558.61
2014年11月12日,2594.32
